,Network,Five Star,Profit Or Non-Profit,Chain Owned,Late Shift,Number Of Dialysis Stations,Offers In-Center Hemodialysis,Offers Peritoneal Dialysis,Offers Home Hemodialysis Training,Percentage Of Medicare Patients With Hgb < 10 g/dL,Percentage Of Medicare Patients With Hgb > 12 g/dL,Percent Of Adult HD Patients With Kt/V >= 1.2,Percentage Of Adult Patients With Hypercalcemia (Serum Calcium Greater Than 10.2 mg/dL),Percentage Of Adult Patients With Serum Phosphorus Less Than 3.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 3.5 - 4.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 4.6 - 5.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 5.6 - 7.0 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Greater Than 7.0 mg/dL,Mortality Rate (Facility),Readmission Rate (Facility),Hospitalization Rate (Facility),Standard Infection Ratio,Transfusion Rate (Facility),Fistula Rate (Facility),Percentage Of Adult Patients With Long Term Catheter In Use,Standardized First Kidney Transplant Waitlist Ratio,Percentage Of Prevalent Patients Waitlisted,State_AL,State_AR,State_AS,State_AZ,State_CA,State_CO,State_CT,State_DC,State_DE,State_FL,State_GA,State_GU,State_HI,State_IA,State_ID,State_IL,State_IN,State_KS,State_KY,State_LA,State_MA,State_MD,State_ME,State_MI,State_MN,State_MO,State_MP,State_MS,State_MT,State_NC,State_ND,State_NE,State_NH,State_NJ,State_NM,State_NV,State_NY,State_OH,State_OK,State_OR,State_PA,State_PR,State_RI,State_SC,State_SD,State_TN,State_TX,State_UT,State_VA,State_VI,State_VT,State_WA,State_WI,State_WV,State_WY,Chain Organization_ATLANTIS HEALTHCARE GROUP,Chain Organization_CENTERS FOR DIALYSIS CARE,Chain Organization_CENTRACARE DIALYSIS,Chain Organization_CENTRAL FLORIDA KIDNEY CENTERS,Chain Organization_DAVITA,"Chain Organization_DIALYSIS ASSOCIATES, LLC","Chain Organization_DIALYSIS CLINIC, INC.",Chain Organization_DIALYSPA,Chain Organization_DIVERSIFIED SPECIALTY INSTITUTES (DSI),Chain Organization_DREILING MEDICAL MANAGEMENT,Chain Organization_FRESENIUS MEDICAL CARE,Chain Organization_FUTURE CARE,Chain Organization_GAMBRO HEALTHCARE,Chain Organization_GREENFIELD HEALTH SYSTEMS,Chain Organization_GUNDERSEN LUTHERAN,"Chain Organization_HEMODIALYSIS, INC.",Chain Organization_INDEPENDENT,Chain Organization_INDEPENDENT DIALYSIS FOUNDATION (IDF),Chain Organization_INNOVATIVE DIALYSIS SYSTEMS,Chain Organization_INTERMOUNTAIN HEALTHCARE,Chain Organization_KAISER PERMANENTE,"Chain Organization_KIDNEY CENTER, INC.",Chain Organization_LIBERTY DIALYSIS HAWAII,Chain Organization_MAYO CLINIC DIALYSIS,Chain Organization_NATIONAL RENAL CARE,Chain Organization_NATIONAL RENAL INSTITUTES,Chain Organization_NORTH CENTRAL PENNSYLVANIA DIALYSIS CLI,Chain Organization_NORTHWEST KIDNEY CENTERS,Chain Organization_NRAA,Chain Organization_OLYMPIC PENINSULA KIDNEY CENTERS,Chain Organization_Other,Chain Organization_PHYSICIANS CHOICE DIALYSIS,Chain Organization_PHYSICIANS DIALYSIS,Chain Organization_PUGET SOUND KIDNEY CENTERS,Chain Organization_PURE LIFE RENAL,"Chain Organization_RED ROCKS DIALYSIS, LLC",Chain Organization_RELIANT RENAL CARE,Chain Organization_RENAL ADVANTAGE,Chain Organization_RENAL CARE GROUP INC.,Chain Organization_RENAL CARE PARTNERS,Chain Organization_RENAL RESEARCH INSTITUTE,Chain Organization_RENAL VENTURES MANAGEMENT,Chain Organization_SANFORD HEALTH,Chain Organization_SANKAR NEPHROLOGY GROUP,Chain Organization_SATELLITE DIALYSIS,Chain Organization_SATELLITE HEALTHCARE,Chain Organization_SCOTT & WHITE MEMORIAL HOSPITAL,Chain Organization_STATE OWNED,Chain Organization_TARRANT DIALYSIS CENTERS,Chain Organization_UNIVERSITY OF MICHIGAN,Chain Organization_UNIVERSITY OF UTAH DIALYSIS PROGRAM,Chain Organization_UPMC HEALTH SYSTEM,"Chain Organization_US RENAL CARE, INC.",Chain Organization_VETERANS ADMINISTRATION,Chain Organization_WAKE FOREST UNIVERSITY,Mortality Rate Standardized,Readmission Rate Standardized,Hospitalization Rate Standardized,Standard Infection Ratio Standardized,Transfusion Rate Standardized,Fistula Rate Standardized
3678,5,4,0,1,0,20,1,1,1,5.0,0.0,99.0,5.0,12.0,25.0,25.0,26.0,12.0,13.1,37.9,139.3,0.37,20.1,58.3,8.0,0.9983750912186796,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.583728832209222,1.5160032853504979,-0.9879083201415135,-0.624940578444121,-0.04924922518017634,-0.4501340282486599
3679,9,2,1,1,0,21,1,1,1,62.0,0.0,98.0,2.0,5.0,30.0,37.0,16.0,12.0,18.3,31.9,196.8,0.17,27.5,51.0,27.0,1.13,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.674434465496636,0.697280071999484,0.2101369100374849,-0.9557016759158268,0.4313895640393993,-1.152524444380142
3680,6,2,1,1,0,24,1,1,1,13.0,2.0,97.0,4.0,16.0,25.0,24.0,20.0,16.0,20.5,16.7,200.9,0.0,24.5,55.0,11.0,0.79,11.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28973300265669594,-1.3768187351564172,0.29556274384155246,-1.2368486087667767,0.236536000842274,-0.767652983486179
3681,10,3,1,1,0,3,0,1,1,23.0,0.0,96.6156920799408,0.0,9.0,24.0,26.0,25.0,15.0,30.2,9.8,214.9,0.7478803391457355,18.8,62.97827910339826,12.543167028199566,0.9983750912186796,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4064507198648584,-2.318350430510083,0.5872607129286129,-1.6524836372851807e-15,-0.13368576923226402,-1.2989711985130185e-14
3682,8,3,0,0,0,0,1,1,1,19.822157434402328,0.22326223722571736,70.0,8.0,6.0,14.0,17.0,23.0,40.0,22.15690195493202,26.78999412283273,186.71451071897386,0.73,20.858249801113786,45.0,38.0,0.89,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1803613107470157e-14,-7.756504424596392e-15,1.0067102401438132e-14,-0.029570602995050543,1.1537648655557416e-15,-1.7298316357210863
3683,12,3,1,1,0,16,1,1,0,38.0,0.0,96.0,4.0,10.0,27.0,22.0,25.0,16.0,21.6,39.7,260.3,0.39,3.6,55.2,11.0,0.9983750912186796,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0973822712367256,1.7616202493558024,1.5331955555395091,-0.5918644686969504,-1.1209438227643655,-0.7484094104414807
3684,2,3,0,0,1,21,1,0,0,53.0,0.0,99.0,1.0,22.0,32.0,23.0,17.0,7.0,28.1,35.4,223.0,0.7478803391457355,32.3,72.5,13.0,0.9983750912186796,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0392356871540067,1.1748686131209087,0.7560288236146978,-1.6524836372851807e-15,0.7431552651547996,0.9161596579249088
3685,17,3,1,1,0,16,1,1,0,17.0,0.0,99.0,2.0,9.0,28.0,32.0,19.0,12.0,18.9,30.5,158.3,1.71,33.0,50.8,8.0,0.9983750912186796,35.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5695158847221072,0.5062446555509144,-0.5920325049519314,1.591158774616308,0.7886210965674624,-1.1717680174248404
3686,2,5,1,1,1,24,1,0,0,9.0,0.0,99.0,2.0,5.0,27.0,40.0,19.0,9.0,21.7,28.0,153.6,0.82,20.1,75.4,11.0,2.28,33.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07989584110763778,0.16510998332132537,-0.6899596802883021,0.11927189086721704,-0.04924922518017634,1.1951914670730326
3687,10,4,1,0,0,16,1,0,0,26.0,0.0,99.0,2.0,7.0,23.0,29.0,26.0,15.0,8.2,25.6,204.5,0.22,26.6,69.3,18.0,0.9983750912186796,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4405639085345436,-0.16237930201907994,0.3705707930353679,-0.8730114015479005,0.3729334950802618,0.6082624892097382
3688,16,5,1,1,0,13,1,0,0,7.0,0.0,96.0,1.0,6.0,30.0,26.0,23.0,14.0,22.1,17.3,128.0,1.64,7.6,56.8,7.0,0.9983750912186796,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009950120591284653,-1.2949464138213156,-1.2233502523332125,1.475392390501211,-0.8611390718348652,-0.594460826083896
3689,7,3,1,1,0,10,1,1,1,28.0,0.0,96.6156920799408,1.0,11.0,26.0,28.0,20.0,14.0,30.8,27.1,166.5,0.7478803391457355,22.1,69.9,8.0,0.95,16.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5113693006393878,0.042301501318673496,-0.42118083734379624,-1.6524836372851807e-15,0.08065315028457386,0.6659932083438335
3690,18,3,1,1,0,7,1,0,0,8.0,0.0,97.0,0.0,7.0,23.0,32.0,31.0,6.0,30.0,25.7,378.0,0.25,18.0,57.7,17.0,0.9983750912186796,30.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.3714778596066821,-0.14873391512989667,3.9855420527928676,-0.8233972369271445,-0.18564671941816413,-0.5078647473827538
3691,9,5,1,1,0,12,1,1,1,9.0,0.0,99.0,0.0,7.0,36.0,40.0,13.0,5.0,22.15690195493202,26.0,155.6,0.7478803391457355,20.858249801113786,88.1,1.0,0.9983750912186796,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1803613107470157e-14,-0.10779775446234588,-0.6482885418472935,-1.6524836372851807e-15,1.1537648655557416e-15,2.4171583554113636
3692,7,4,1,1,0,16,1,1,0,8.0,0.0,96.0,1.0,5.0,26.0,40.0,17.0,12.0,23.2,32.2,196.8,1.41,0.0,64.8,16.0,0.9983750912186796,29.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18240061082868506,0.7382162326670354,0.2101369100374849,1.095017128408749,-1.3547680986009158,0.1752820957040299
3693,7,3,1,1,0,16,1,1,1,36.0,0.0,97.0,1.0,9.0,30.0,22.0,26.0,13.0,28.1,26.4,215.8,0.69,10.2,51.6,11.0,0.9983750912186796,21.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0392356871540067,-0.053216206905611824,0.606012725227067,-0.09572282248939176,-0.6922659837306899,-1.0947937252460473
3694,18,4,1,1,0,15,1,1,1,17.0,0.0,98.0,1.0,8.0,28.0,35.0,18.0,11.0,28.7,22.5,215.4,0.22,34.2,72.7,9.0,2.38,33.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1441542679285355,-0.5853862955837705,0.5976784975388651,-0.8730114015479005,0.8665625218463127,0.9354032309696072
3695,8,3,1,1,0,3,0,1,1,19.822157434402328,0.22326223722571736,96.6156920799408,0.0,1.0,20.0,27.0,30.0,22.0,13.2,26.78999412283273,143.8,0.7478803391457355,20.858249801113786,62.97827910339826,12.543167028199566,0.9983750912186796,18.93018946781831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.566242402080134,-7.756504424596392e-15,-0.8941482586492441,-1.6524836372851807e-15,1.1537648655557416e-15,-1.2989711985130185e-14
3696,9,3,1,0,0,10,1,1,0,27.0,0.0,98.0,1.0,4.0,23.0,34.0,21.0,18.0,21.1,24.8,180.1,2.16,37.7,46.6,29.0,0.9983750912186796,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.18481442188216657,-0.2715423971325485,-0.1378170959449376,2.3353712439276464,1.0938916789096256,-1.5758830513635012
3697,1,3,1,1,0,21,1,0,0,19.822157434402328,0.22326223722571736,93.0,2.0,6.0,22.0,20.0,36.0,16.0,22.15690195493202,26.78999412283273,186.71451071897386,0.7478803391457355,20.858249801113786,71.6,9.0,0.9983750912186796,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1803613107470157e-14,-7.756504424596392e-15,1.0067102401438132e-14,-1.6524836372851807e-15,1.1537648655557416e-15,0.8295635792237667
3698,7,4,1,1,1,27,1,1,0,17.0,0.0,95.0,1.0,9.0,25.0,27.0,26.0,13.0,22.0,27.3,186.5,0.25,31.7,70.2,5.0,0.85,13.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02743655072037309,0.06959227509704052,-0.004469452933709845,-0.8233972369271445,0.7041845525153747,0.6948585679108804
3699,5,3,1,1,1,24,1,1,0,35.0,0.0,94.0,3.0,19.0,32.0,32.0,11.0,7.0,33.0,29.6,162.0,0.49,34.4,48.7,19.0,0.9983750912186796,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.896070763479328,0.38343617354826254,-0.5149408988360656,-0.4264839199610975,0.8795527593927874,-1.3738255343941703
3700,16,5,1,1,0,12,1,1,1,24.0,0.0,98.0,1.0,9.0,23.0,20.0,25.0,23.0,20.1,18.9,86.5,1.33,13.9,69.6,7.0,1.5,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35967872317304844,-1.076620223594379,-2.0880263749841417,0.9627126894200672,-0.451946589120902,0.6371278487767852
3701,6,3,1,1,0,16,1,1,0,30.0,0.0,97.0,3.0,10.0,21.0,33.0,20.0,16.0,27.7,28.6,230.2,2.59,17.4,49.5,15.0,0.9983750912186796,12.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9692899666376537,0.24698230465642693,0.9060449220023287,3.0465076034918135,-0.2246174320575893,-1.2968512422153782
3702,16,5,1,1,0,13,1,0,0,0.0,0.0,98.0,0.0,4.0,25.0,28.0,31.0,12.0,15.6,25.0,162.0,0.35,0.0,57.0,7.0,0.9983750912186796,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1465680789820174,-0.2442516233541815,-0.5149408988360656,-0.6580166881912917,-1.3547680986009158,-0.5752172530391976
3703,6,5,1,1,0,33,1,0,0,11.0,0.0,95.0,0.0,8.0,22.0,27.0,27.0,16.0,21.0,20.9,159.6,0.54,19.4,72.4,9.0,0.42,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.202300852011255,-0.8037124858107078,-0.5649462649652761,-0.343793645593171,-0.09471505659283909,0.9065378714025603
3704,13,5,1,1,0,28,1,1,1,35.0,0.0,99.0,0.0,7.0,22.0,35.0,20.0,16.0,16.6,24.9,176.0,0.25,8.0,66.6,2.0,0.95,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9717037776911351,-0.25789701024336525,-0.2232429297490052,-0.8233972369271445,-0.8351585967419152,0.3484742531063129
3705,9,4,1,1,0,16,1,0,0,13.0,0.0,98.0,1.0,9.0,28.0,37.0,11.0,14.0,25.8,29.6,172.6,1.42,0.0,46.5,14.0,0.41,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6370477941849783,0.38343617354826254,-0.29408386509872003,1.1115551832823345,-1.3547680986009158,-1.5855048378858503
3706,11,3,1,1,0,25,1,0,0,37.0,0.0,97.0,3.0,8.0,32.0,36.0,13.0,11.0,15.1,30.8,239.8,0.57,44.7,51.2,14.0,0.2,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2340002296274584,0.5471808162184651,1.1060663865191707,-0.29417948097241525,1.5485499930362512,-1.1332808713354436
3707,4,4,1,1,0,12,1,0,0,22.0,0.0,94.0,1.0,13.0,31.0,27.0,22.0,7.0,14.6,42.1,197.6,0.0,19.9,67.7,10.0,0.9983750912186796,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3214323802728993,2.089109534696208,0.226805365413888,-1.2368486087667767,-0.06223946272665154,0.45431390485215356
3708,15,4,1,1,0,12,1,1,1,19.822157434402328,0.22326223722571736,99.0,0.0,4.0,18.0,34.0,23.0,21.0,18.6,20.4,238.5,0.0,20.858249801113786,77.0,14.0,0.9983750912186796,11.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6219751751093713,-0.8719394202566255,1.0789801465325148,-1.2368486087667767,1.1537648655557416e-15,1.349140051430617
